"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2000","2000","ALL","Lek","0","Units",,,14642000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2001","2001","ALL","Lek","0","Units",,,14003000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2002","2002","ALL","Lek","0","Units",,,9275000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2003","2003","ALL","Lek","0","Units",,,8460000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2004","2004","ALL","Lek","0","Units",,,11896000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2005","2005","ALL","Lek","0","Units",,,8770000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2006","2006","ALL","Lek","0","Units",,,21735000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2007","2007","ALL","Lek","0","Units",,,31421000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2008","2008","ALL","Lek","0","Units",,,61575000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2009","2009","ALL","Lek","0","Units",,,64364000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2010","2010","ALL","Lek","0","Units",,,33381000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2011","2011","ALL","Lek","0","Units",,,29616000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2012","2012","ALL","Lek","0","Units",,,25219000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2013","2013","ALL","Lek","0","Units",,,32950000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2014","2014","ALL","Lek","0","Units",,,27071000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2015","2015","ALL","Lek","0","Units",,,25120550000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2016","2016","ALL","Lek","0","Units",,,12242000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2017","2017","ALL","Lek","0","Units",,,21339900000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2018","2018","ALL","Lek","0","Units",,,21632300000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2019","2019","ALL","Lek","0","Units",,,21762790000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2020","2020","ALL","Lek","0","Units",,,27835000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2021","2021","ALL","Lek","0","Units",,,33213000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2000","2000","ALL","Lek","0","Units",,,272000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2001","2001","ALL","Lek","0","Units",,,180000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2002","2002","ALL","Lek","0","Units",,,741000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2003","2003","ALL","Lek","0","Units",,,97000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2004","2004","ALL","Lek","0","Units",,,263000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2005","2005","ALL","Lek","0","Units",,,291000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2006","2006","ALL","Lek","0","Units",,,153000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2007","2007","ALL","Lek","0","Units",,,72000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2008","2008","ALL","Lek","0","Units",,,169000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2009","2009","ALL","Lek","0","Units",,,12000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2010","2010","ALL","Lek","0","Units",,,41000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2011","2011","ALL","Lek","0","Units",,,122000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2012","2012","ALL","Lek","0","Units",,,64000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2013","2013","ALL","Lek","0","Units",,,93000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2014","2014","ALL","Lek","0","Units",,,97000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2015","2015","ALL","Lek","0","Units",,,76750000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2016","2016","ALL","Lek","0","Units",,,0,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2017","2017","ALL","Lek","0","Units",,,0,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2018","2018","ALL","Lek","0","Units",,,38900000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2019","2019","ALL","Lek","0","Units",,,132790000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2020","2020","ALL","Lek","0","Units",,,186000000,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","NAT","National currency","2021","2021","ALL","Lek","0","Units",,,669000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","ALL","Lek","0","Units",,,14367000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","ALL","Lek","0","Units",,,13819000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","ALL","Lek","0","Units",,,8529000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","ALL","Lek","0","Units",,,8358000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","ALL","Lek","0","Units",,,11629000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","ALL","Lek","0","Units",,,8469000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","ALL","Lek","0","Units",,,21567000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","ALL","Lek","0","Units",,,31333000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","ALL","Lek","0","Units",,,61380000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","ALL","Lek","0","Units",,,64319000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","ALL","Lek","0","Units",,,33308000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","ALL","Lek","0","Units",,,29486000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","ALL","Lek","0","Units",,,25141000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","ALL","Lek","0","Units",,,32853000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","ALL","Lek","0","Units",,,26971000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","ALL","Lek","0","Units",,,25041000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","ALL","Lek","0","Units",,,12242000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","ALL","Lek","0","Units",,,21339000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","ALL","Lek","0","Units",,,21590000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","ALL","Lek","0","Units",,,21630000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","ALL","Lek","0","Units",,,27649000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","ALL","Lek","0","Units",,,32544000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2000","2000","ALL","Lek","0","Units",,,509000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2001","2001","ALL","Lek","0","Units",,,733000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2002","2002","ALL","Lek","0","Units",,,903000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2003","2003","ALL","Lek","0","Units",,,793000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2004","2004","ALL","Lek","0","Units",,,872000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","ALL","Lek","0","Units",,,883000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","ALL","Lek","0","Units",,,698000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","ALL","Lek","0","Units",,,748000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","ALL","Lek","0","Units",,,989000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","ALL","Lek","0","Units",,,1155000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","ALL","Lek","0","Units",,,949000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","ALL","Lek","0","Units",,,1078000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","ALL","Lek","0","Units",,,925000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","ALL","Lek","0","Units",,,1227000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","ALL","Lek","0","Units",,,2136000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","ALL","Lek","0","Units",,,1170000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","ALL","Lek","0","Units",,,1786000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","ALL","Lek","0","Units",,,1824000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","ALL","Lek","0","Units",,,1715000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","ALL","Lek","0","Units",,,1605000000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2020","2020","ALL","Lek","0","Units",,,1121686000,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2021","2021","ALL","Lek","0","Units",,,2635000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2000","2000","ALL","Lek","0","Units",,,14876000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2001","2001","ALL","Lek","0","Units",,,14552000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2002","2002","ALL","Lek","0","Units",,,9432000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2003","2003","ALL","Lek","0","Units",,,9151000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2004","2004","ALL","Lek","0","Units",,,12501000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2005","2005","ALL","Lek","0","Units",,,9352000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2006","2006","ALL","Lek","0","Units",,,22265000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2007","2007","ALL","Lek","0","Units",,,32081000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2008","2008","ALL","Lek","0","Units",,,62369000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2009","2009","ALL","Lek","0","Units",,,65474000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2010","2010","ALL","Lek","0","Units",,,34257000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2011","2011","ALL","Lek","0","Units",,,30564000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2012","2012","ALL","Lek","0","Units",,,26066000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2013","2013","ALL","Lek","0","Units",,,34080000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2014","2014","ALL","Lek","0","Units",,,29107000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2015","2015","ALL","Lek","0","Units",,,26211000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2016","2016","ALL","Lek","0","Units",,,14028000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2017","2017","ALL","Lek","0","Units",,,23163000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2018","2018","ALL","Lek","0","Units",,,23305000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2019","2019","ALL","Lek","0","Units",,,23235000000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2020","2020","ALL","Lek","0","Units",,,28770686000,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","NAT","National currency","2021","2021","ALL","Lek","0","Units",,,35179000000,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2000","2000","EUR","Euro","0","Units",,,110421156.94103,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2001","2001","EUR","Euro","0","Units",,,109000161.13,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2002","2002","EUR","Euro","0","Units",,,70095912.369151,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2003","2003","EUR","Euro","0","Units",,,61524588.017977,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2004","2004","EUR","Euro","0","Units",,,93169404.470816,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2005","2005","EUR","Euro","0","Units",,,70617602.061358,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2006","2006","EUR","Euro","0","Units",,,176588442.90185,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2007","2007","EUR","Euro","0","Units",,,253972744.46726,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2008","2008","EUR","Euro","0","Units",,,501577842.11152,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2009","2009","EUR","Euro","0","Units",,,487110093.96493,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2010","2010","EUR","Euro","0","Units",,,242449465.1818,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2011","2011","EUR","Euro","0","Units",,,211073670.52666,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2012","2012","EUR","Euro","0","Units",,,181381937.75663,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2013","2013","EUR","Euro","0","Units",,,234855223.69336,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2014","2014","EUR","Euro","0","Units",,,193433092.62866,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,179805596.61297,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,89140343.978913,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,159039587.18078,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,169584096.69421,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,176958860.71318,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,224794143.96516,,
"ALB","Albania","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,271188737.98806,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2000","2000","EUR","Euro","0","Units",,,2051260.3939325,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2001","2001","EUR","Euro","0","Units",,,1401130.4008712,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2002","2002","EUR","Euro","0","Units",,,5600115.4787645,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2003","2003","EUR","Euro","0","Units",,,705423.76332669,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2004","2004","EUR","Euro","0","Units",,,2059814.5070464,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2005","2005","EUR","Euro","0","Units",,,2343183.8312263,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2006","2006","EUR","Euro","0","Units",,,1243065.6436155,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2007","2007","EUR","Euro","0","Units",,,581968.67068656,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2008","2008","EUR","Euro","0","Units",,,1376640.7684425,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2009","2009","EUR","Euro","0","Units",,,90816.623074688,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2010","2010","EUR","Euro","0","Units",,,297787.00675395,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2011","2011","EUR","Euro","0","Units",,,869495.80646449,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2012","2012","EUR","Euro","0","Units",,,460305.48461177,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2013","2013","EUR","Euro","0","Units",,,662869.06839098,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2014","2014","EUR","Euro","0","Units",,,693103.68974107,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,549354.1956703,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,0,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,0,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,304952.37960849,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,1079749.7524032,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,1502127.2059465,,
"ALB","Albania","I-INV-RL","Rail infrastructure investment","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,5462477.5152504,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2000","2000","EUR","Euro","0","Units",,,108347272.35157,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2001","2001","EUR","Euro","0","Units",,,107567894.49799,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2002","2002","EUR","Euro","0","Units",,,64458009.336549,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2003","2003","EUR","Euro","0","Units",,,60782802.204995,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2004","2004","EUR","Euro","0","Units",,,91078261.986476,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2005","2005","EUR","Euro","0","Units",,,68193896.448989,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2006","2006","EUR","Euro","0","Units",,,175223508.07749,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2007","2007","EUR","Euro","0","Units",,,253261449.42531,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2008","2008","EUR","Euro","0","Units",,,499989410.45563,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2009","2009","EUR","Euro","0","Units",,,486769531.6284,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2010","2010","EUR","Euro","0","Units",,,241919259.04782,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2011","2011","EUR","Euro","0","Units",,,210147158.60174,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2012","2012","EUR","Euro","0","Units",,,180820940.44726,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2013","2013","EUR","Euro","0","Units",,,234163844.12741,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2014","2014","EUR","Euro","0","Units",,,192718552.74233,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,179236200.83101,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,89140343.978913,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,159032879.76283,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,169252490.37911,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,175879110.96077,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,223292016.75922,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,265726260.47281,,
"ALB","Albania","I-MTN-RL","Rail infrastructure maintenance","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,25280.08118248,,
"ALB","Albania","I-MTN-RL","Rail infrastructure maintenance","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,22434.996656556,,
"ALB","Albania","I-MTN-RL","Rail infrastructure maintenance","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,22780.735825932,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2000","2000","EUR","Euro","0","Units",,,3838571.8401163,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2001","2001","EUR","Euro","0","Units",,,5705714.3546588,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2002","2002","EUR","Euro","0","Units",,,6824432.2231098,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2003","2003","EUR","Euro","0","Units",,,5767021.075444,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2004","2004","EUR","Euro","0","Units",,,6829499.0499791,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2005","2005","EUR","Euro","0","Units",,,7110073.2748208,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2006","2006","EUR","Euro","0","Units",,,5670979.2107427,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2007","2007","EUR","Euro","0","Units",,,6046007.8565771,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2008","2008","EUR","Euro","0","Units",,,8056199.5265659,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2009","2009","EUR","Euro","0","Units",,,8741099.9709387,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2010","2010","EUR","Euro","0","Units",,,6892679.7416952,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2011","2011","EUR","Euro","0","Units",,,7682921.9620387,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2012","2012","EUR","Euro","0","Units",,,6652852.7072795,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2013","2013","EUR","Euro","0","Units",,,8745595.1281262,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2014","2014","EUR","Euro","0","Units",,,15262571.97203,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,8374519.986114,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,13004791.238877,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,13593700.393055,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,13444558.638266,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,13050669.121222,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,9058683.1028456,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,21515139.391158,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","EUR","Euro","2000","2000","EUR","Euro","0","Units",,,112185844.19169,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","EUR","Euro","2001","2001","EUR","Euro","0","Units",,,113273608.85265,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","EUR","Euro","2002","2002","EUR","Euro","0","Units",,,71282441.559659,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","EUR","Euro","2003","2003","EUR","Euro","0","Units",,,66549823.280439,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","EUR","Euro","2004","2004","EUR","Euro","0","Units",,,97907761.036455,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","EUR","Euro","2005","2005","EUR","Euro","0","Units",,,75303969.72381,,
"ALB","Albania","I-INV-MTN-RD","Total road spending","EUR","Euro","2006","2006","EUR","Euro","0","Units",,,180894487.28823,,
