Country_Code,Country_Name,Year,GDP_per_Capita_USD,KM_Railway_per_1000_sq_km,Population_Density_sq_km,Land_Area_sq_km,Houshold_Transport,Household_Vehicle_Purchases,Household_Operation_Personal,Household_Transport_Services,Rail_Invest_USD
CAN,Canada,2014,50955.9983232404,6.2,3.9526049038602,8965590.0,15.504705116112,40.580733551818,46.167170628957,13.252095819225,1029954325.4482244
CAN,Canada,2015,43596.1355365546,6.4,3.98221511356196,8965590.0,14.976735765366,43.374957690634,42.997799912964,13.627242396402,1139743227.9909182
CAN,Canada,2016,42315.6037056806,6.2,4.02756394169263,8965590.0,14.941408560809,44.827464850692,41.503457741646,13.669077407662,852264048.0087245
CAN,Canada,2017,45129.4292980922,6.2,4.07616632034255,8965590.0,15.584045464992,45.098060246585,41.606289584752,13.295650168663,982757443.3214922
CAN,Canada,2018,46548.6384108296,6.3,4.1341488959455,8965590.0,15.767802175911,43.544377311584,43.058371626234,13.397251062182,1157267023.918423
CAN,Canada,2019,46374.1527517191,6.5,4.19394931064213,8965590.0,15.283992343586,43.347984643943,42.467894409404,14.184120946653,1462004442.3504412
CZE,Czechia,2005,13430.6698955613,121.9,132.166916903961,77260.0,10.498166089838,32.314169774588,49.928459174818,17.757371050595,518308024.4281535
CZE,Czechia,2006,15261.7975911138,121.7,132.542459546926,77250.0,10.49274190325,33.185376572041,48.423266752791,18.391356675169,497577827.8083999
CZE,Czechia,2007,18466.5479299216,121.6,133.318161812298,77250.0,10.135975631257,35.351448557865,47.274420496572,17.374130945563,655417498.2527668
CZE,Czechia,2008,22804.5776774507,121.5,134.445921802175,77240.0,9.9069178658366,35.234789207593,46.222554941392,18.542655851015,1302357065.5875173
CZE,Czechia,2009,19861.6974295256,121.4,135.214085965821,77240.0,9.4354565281022,33.533736631623,46.457613634543,20.008649733834,792465261.5026363
CZE,Czechia,2010,19960.0684872157,121.3,135.626181535673,77230.0,9.2289307285651,32.297723517926,47.672559915892,20.029716566181,602601813.0853633
CZE,Czechia,2011,21871.2660754128,121.4,135.90687556649,77230.0,9.5585043505223,31.353934890699,49.72655715437,18.919507954931,478099734.842934
CZE,Czechia,2012,19870.8012123403,121.3,136.097177262722,77230.0,9.5379259167586,29.958559229121,51.485631519126,18.555809251753,408242330.7271963
CZE,Czechia,2013,20133.1691431353,121.2,136.159958559959,77220.0,9.3266617416905,30.423795896,51.518703444356,18.057500659644,358091291.09715044
CZE,Czechia,2014,19890.9199056648,121.2,136.30337995338,77220.0,9.7591538803089,30.629824578102,51.269738532852,18.100436889045,486042170.55614454
CZE,Czechia,2015,17829.6983223668,121.3,136.589288952208,77210.0,9.7225324192579,35.110599608701,47.656116929451,17.233283461848,1246470588.235325
CZE,Czechia,2016,18575.2320271915,121.3,136.851858567543,77210.0,9.7383645916124,38.539334278434,45.050810180585,16.409855540982,729200753.1201166
CZE,Czechia,2017,20636.199952435,121.3,137.21587877218,77210.0,10.251394624357,40.889511814754,45.24192115601,13.868567029236,605205642.8332622
CZE,Czechia,2018,23424.4804601855,121.4,137.675534257221,77210.0,10.436886879215,39.77808863971,47.824761988684,12.397149371606,792931041.8787146
CZE,Czechia,2019,23664.8478631108,121.2,138.226810266108,77205.5,10.191421597658,38.42369449277,49.066679976043,12.509625531187,816240874.4906517
CZE,Czechia,2020,22992.8793833348,121.0,138.575928842168,77198.53,9.070608181528,43.889591325033,48.30636692883,7.8040417461372,1201952713.0464761
CZE,Czechia,2021,26822.5141862111,120.7,136.108349053848,77186.83,9.5219461197409,41.231042890221,47.735880882646,11.033076227133,1550337663.958059
DEU,Germany,2005,34520.2396492496,107.0,236.464680582636,348760.0,13.443499246732,35.715878881407,49.545775136087,14.738345982506,3649770000.0
DEU,Germany,2007,41640.0808695147,106.4,235.943361918146,348670.0,13.090068115089,33.353497612905,50.647925748006,15.998576639089,4104520000.0000005
DEU,Germany,2008,45612.7106221441,105.9,235.522178240542,348630.0,13.243863515465,32.489843696206,51.375978333219,16.134177970575,4083120000.0
DEU,Germany,2009,41650.3678297162,106.2,234.939637417171,348610.0,13.536167263908,37.370539398124,47.126746490179,15.502714111697,3650840000.0
DEU,Germany,2010,41572.4559481507,106.1,234.606908225034,348570.0,12.829976516872,31.834842230624,51.748817741395,16.416340027981,4073490000.0
DEU,Germany,2011,46705.8957963353,106.0,230.304633348634,348560.0,13.719131185394,32.018594168193,51.788201781159,16.193204050649,4372020000.0
DEU,Germany,2012,43855.8544658618,106.3,230.750625466231,348540.0,13.553262240888,30.867311555078,51.853240795442,17.279447649479,6329050000.0
DEU,Germany,2013,46298.9229177341,106.0,231.155712565925,348880.0,13.299269294216,30.991231904554,51.977064102234,17.031703993212,6177432152.774879
DEU,Germany,2014,48023.8699845462,105.8,232.108053883634,348900.0,13.521724269658,31.360187153981,51.420258823646,17.219554022373,7327483198.573888
DEU,Germany,2015,41103.2564363768,107.7,234.152986871524,348860.0,13.197561251313,33.015154740746,49.283850621092,17.700994638163,7337149888.454126
DEU,Germany,2016,42136.1207907991,108.2,235.712929356538,349360.0,13.419618183201,34.075022198712,47.696529443993,18.228448357295,6861910000.0
DEU,Germany,2017,44652.5891722719,108.1,236.588722557747,349370.0,13.558767741514,34.247603964722,47.93071749083,17.821678544448,7549920000.0
DEU,Germany,2018,47939.2782884504,107.6,237.294012250272,349380.0,14.033475356902,33.916175031933,48.078245750439,18.005579217628,8121300000.0
DEU,Germany,2019,46805.1384334439,109.4,237.822954291766,349390.0,14.128852845682,35.742344488733,46.659769252647,17.419817562025,9177390000.0
DEU,Germany,2020,46749.4762280016,108.7,238.017318755545,349390.0,12.985335340342,40.420185433947,46.24857918518,13.331235380872,10288050000.0
DEU,Germany,2021,51426.7503654421,108.6,238.118085806692,349390.0,13.10329983471,35.397937776191,50.270499486676,14.331562737133,10783460000.0
DNK,Denmark,2005,48799.8256011275,73.7,135.4858,40000.0,13.368042833337,42.997134814354,48.236042518621,8.7668226670248,257746554.4775067
DNK,Denmark,2006,52026.9995142723,72.8,135.9318,40000.0,13.691353588241,44.516531578415,46.87079998342,8.6126684381656,190643643.33498213
DNK,Denmark,2007,58487.0549677696,73.8,136.53595,40000.0,13.51113625307,42.798697466061,47.548907103652,9.6523954302874,248299511.46185553
DNK,Denmark,2008,64322.0635020842,73.8,137.340525,40000.0,12.629327635132,36.921237222288,53.383380432938,9.6953823447748,399097371.2446323
DNK,Denmark,2013,61191.1937042028,48.6,140.3733,40000.0,11.868497441647,30.677494802688,57.137679343959,12.184825853352,1065853658.5365819
DNK,Denmark,2014,62548.9847332908,48.6,141.086875,40000.0,11.831659342026,31.278448706989,56.832925083913,11.888626209098,1240527706.609079
DNK,Denmark,2015,53254.8563700916,47.1,142.087075,40000.0,11.725117125242,33.065488717556,55.247093305489,11.687417976955,1400012066.6076689
DNK,Denmark,2016,54663.9983719195,47.5,143.20025,40000.0,11.585763459496,33.769447390309,54.548781145137,11.681771464554,1267978886.292236
DNK,Denmark,2017,57610.0981801135,46.1,144.1245,40000.0,11.57398015134,33.591219074247,54.916841890001,11.491939035752,1314143600.360326
DNK,Denmark,2018,61591.9288698958,46.1,144.8409,40000.0,12.206883830698,34.618637154573,53.466836171273,11.914526674154,1445961466.2158551
ESP,Spain,2005,26429.1509449319,25.4,87.4654972049129,499090.0,12.083397237534,34.776311073946,51.257316927488,13.966371998566,6167480000.0
ESP,Spain,2006,28389.0785799873,25.7,88.9761493446631,498980.0,12.241078615508,33.201819277769,52.967285878678,13.830894843553,6779520000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,12.259018378854,31.908751491513,54.232047317843,13.859201190644,8929150000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,12.138440025336,28.053945046635,57.940509200907,14.005545752458,9609670000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,11.480137224681,24.997555148857,59.700470808477,15.301974042666,9386040000.0
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,11.800702176559,22.816101109872,62.106367160533,15.077531729595,8205830000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,11.687103976733,19.183477297305,65.086845653712,15.729677048983,8081710000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,11.671574161055,17.107648188729,66.27708789871,16.615263912561,5724500000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,11.569428482209,18.56669820246,65.326395458846,16.106906338694,2899700000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,11.811166748859,20.714620274339,63.341585814654,15.943793911007,3254940000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,12.005833316668,23.970786084951,59.893651098725,16.135562816324,2795910000.0
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,11.791340692316,26.760332247721,56.835567674013,16.404100078265,1772990000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,12.42853052813,26.517579171846,57.979906259622,15.502514568532,2370050000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,12.604827064567,26.993322859387,57.410316836868,15.596360303744,2319760000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,12.305369839539,26.155670997573,58.165204116374,15.679124886053,2373260000.0
ESP,Spain,2020,26984.2962770279,31.9,94.815383748924,499556.645,10.351341626401,28.013656114215,60.676598386096,11.30974549969,2547195990.0
ESP,Spain,2021,30488.8209528797,32.2,94.8822087969797,499733.244,11.373618645334,27.441480952624,60.898057014636,11.66046203274,2695330000.0
EST,Estonia,2005,10412.6443137966,20.5,31.9597782495872,42390.0,12.077819418283,24.680861928105,49.505974264706,25.81316380719,21400000.0
EST,Estonia,2006,12639.4000677296,26.4,31.7718801604152,42390.0,13.019126968005,25.470256706028,51.563812241346,22.965931052626,22470000.0
EST,Estonia,2007,16744.5844516343,26.5,31.6272705826846,42390.0,13.6079720325,26.156911204701,53.669751763213,20.172496406325,32100000.000000004
EST,Estonia,2008,18204.9664786762,26.4,31.5425807973579,42390.0,12.780658914811,22.684222885122,56.387465973231,20.928311141647,24610000.0
EST,Estonia,2009,14711.7352728223,26.4,31.4818353385232,42390.0,11.291736182633,15.56342452453,60.651093723228,23.785481752242,39590000.0
EST,Estonia,2010,14663.0446126465,26.4,31.4101203113942,42390.0,12.001711019236,15.311833828641,61.340796202758,23.348420090941,37450000.0
EST,Estonia,2011,17487.8047830922,26.4,31.3149091766926,42390.0,12.652723041632,18.04702061304,59.631105944011,22.322796139438,100580000.0
EST,Estonia,2012,17403.2053254767,26.4,31.2030195800896,42390.0,12.961390810344,18.018725910241,59.003159583795,22.978114505964,51039000.0
EST,Estonia,2013,19056.0019226989,25.8,30.3196917414309,43470.0,12.477325794369,18.36585561712,60.254557134827,21.379587248053,28355000.0
EST,Estonia,2014,20261.0667303886,25.8,30.2402806533241,43470.0,12.044370367214,18.068122187416,60.744669009493,21.187208803091,16585000.000000002
EST,Estonia,2015,17402.0376128079,25.7,30.26011042098,43470.0,11.273340970434,19.985837326878,58.094132371589,21.920853712761,14017000.0
EST,Estonia,2016,18295.3429322114,25.7,30.2689210950081,43470.0,11.299804850216,20.669679701317,58.148162703871,21.182157594812,15515000.0
EST,Estonia,2017,20437.765376736,25.7,30.816,42750.0,11.66441369612,20.804488710494,59.121079686018,20.073718657094,14766000.0
EST,Estonia,2018,23165.8494786437,25.7,30.9234385964912,42750.0,11.748248741168,20.19249126087,59.512320362336,20.295188376793,28248000.0
EST,Estonia,2019,23424.4847073518,25.8,31.0385497076023,42750.0,11.787278433183,19.79158968295,59.992486389279,20.260882418151,33705000.0
EST,Estonia,2020,23595.2436836441,25.8,31.0999298245614,42750.0,9.8632287640477,19.206121399572,66.681504562653,14.112374037775,34240000.0
EST,Estonia,2021,27943.701219882,25.8,31.1329122807018,42750.0,10.164761129714,20.109722805544,66.234644057119,13.654976900462,64200000.00000001
FIN,Finland,2005,39054.8504423825,17.0,17.2234676122,304590.0,13.346460720131,33.675033531328,50.162866449511,16.162100019161,300670000.0
FIN,Finland,2006,41222.6020004611,17.5,17.3169839860577,304110.0,13.138863272339,32.074251939416,51.736239379387,16.189508681197,250380000.0
FIN,Finland,2007,48476.3927287052,17.4,17.3919563287185,304090.0,12.729912875121,29.159876878508,53.829440521456,17.010682600036,225770000.0
FIN,Finland,2008,53772.7942390019,17.5,17.4840375123396,303900.0,12.837631118881,28.725849008426,54.038641586518,17.235509405056,349890000.0
FIN,Finland,2009,47481.4845364339,17.5,17.5678545574202,303900.0,11.46476960244,24.043503592931,56.059429015343,19.897067391727,386270000.0
FIN,Finland,2010,46505.3031791811,17.5,17.6484106614018,303900.0,12.346439957492,25.88225167843,56.059562747461,18.058185574109,415160000.0
FIN,Finland,2011,51148.9316365833,17.6,17.7309947678436,303890.0,12.975534011506,27.485424976987,55.331389996932,17.183185026082,379850000.0
FIN,Finland,2012,47708.0612784469,17.6,17.8155615518773,303890.0,12.753623188406,24.871639987919,57.32407127756,17.804288734521,481500000.0
FIN,Finland,2013,49892.2233632732,17.6,17.8978314521702,303890.0,12.254377915062,23.932679688103,57.569674978769,18.497645333127,647350000.0
FIN,Finland,2014,50327.2402902632,17.6,17.9720030274112,303890.0,11.985702051607,24.332090711401,57.416899658279,18.25100963032,688010000.0
FIN,Finland,2015,42801.9081167285,17.5,18.0301108880919,303910.0,11.731720725673,26.054358013121,55.482661668229,18.46298031865,606690000.0
FIN,Finland,2016,43814.0265056965,17.5,18.0820078312658,303910.0,11.695890753749,28.218843126767,53.480553220753,18.30060365248,574590000.0
FIN,Finland,2017,46412.1364777169,17.5,18.1238944459068,303920.0,11.80161677955,27.340047393365,54.16172985782,18.498222748815,557470000.0
FIN,Finland,2018,49987.6261584968,17.5,18.1479501184522,303920.0,11.913436933349,27.652916073969,54.388335704125,17.958748221906,525370000.00000006
FIN,Finland,2019,48629.8582283032,17.5,18.1673609054717,303930.0,11.671246067388,27.318634423898,54.189189189189,18.492176386913,494340000.0
FIN,Finland,2020,49169.7193388499,17.5,18.1928768835954,303940.0,10.36402312456,29.595299180667,57.841595630224,12.563105189109,731880000.0
FIN,Finland,2021,53504.6936483441,17.5,18.2301659134121,303947.7,10.79078167072,28.164342254052,60.158311345646,11.677346400302,648420000.0
FRA,France,2005,34768.1759037525,56.0,115.40057930042,547557.0,14.108546676257,29.088765749125,56.219308915619,14.691925335256,4463379275.0
FRA,France,2007,41557.6235648179,56.5,116.922506697933,547557.0,13.981892574214,28.110882814824,56.697728797847,15.191388387329,4939567260.0
FRA,France,2008,45515.9617533473,56.3,117.576245030198,547557.0,13.938327824267,25.969904387935,58.205693691755,15.82440192031,5025269233.0116005
FRA,France,2009,41737.7635518137,56.1,118.181082517437,547557.0,13.611522296844,28.468322295034,54.888206620182,16.643471084784,5316584000.794
FRA,France,2010,40676.0647913181,55.0,118.764941366835,547557.0,13.603478325361,27.414166746173,56.191306955254,16.394526298573,5460387620.0
FRA,France,2011,43846.4660764798,55.1,119.339599347648,547557.0,13.931608631106,26.973846453371,56.777208125122,16.248296450127,7554206420.0
FRA,France,2012,40870.8523645734,55.5,119.918547292793,547557.0,13.585160045976,25.056448225163,57.997925855913,16.944969544213,8606103090.0
FRA,France,2013,42602.7179652667,55.0,120.539576701604,547557.0,13.219371561061,23.808316599174,58.615812612997,17.575870787829,11200635880.0
FRA,France,2014,43068.5487241739,53.2,121.105322368265,547557.0,13.119943968396,23.832810419914,58.104266036941,18.063592515537,9764093470.0
FRA,France,2015,36652.9223052178,52.6,121.536702115031,547557.0,12.988775483793,25.118732107154,56.627410344805,18.254521783605,9412997580.0
FRA,France,2016,37062.5335723829,49.0,121.857823021165,547557.0,13.129150201654,26.333753514981,55.893209218139,17.772390833576,9217675500.0
FRA,France,2017,38781.0494870836,51.0,122.211970625889,547557.0,13.614512044017,26.092213102304,56.010741386538,17.897045511158,9988203900.0
FRA,France,2018,41557.8548588876,50.0,122.650880182337,547557.0,14.042789395567,25.195203968813,57.193760347386,17.611035683801,11004825236.545872
FRA,France,2019,40494.8982936276,51.4,123.070294051578,547557.0,14.042523077891,24.791421692144,57.378352651324,17.830225656532,12335369680.100931
FRA,France,2020,39179.7442596057,50.9,123.404699419421,547557.0,11.698036274307,26.290423220087,62.111725512978,11.597851266935,11544635972.29199
FRA,France,2021,43671.3084099631,50.6,123.757533918843,547557.0,12.637303907699,22.772899149211,64.595253495199,12.63184735559,12366674467.26424
GBR,United Kingdom,2005,42104.7884375024,65.1,249.663977183483,241930.0,14.084181394209,33.733429026324,40.931026802287,25.335544171389,6159657844.714144
GBR,United Kingdom,2006,44512.4590296865,65.0,251.50589013351,241930.0,13.899120011629,33.551615394517,39.851493113657,26.596891491826,8495027867.409776
GBR,United Kingdom,2007,50397.6854954706,65.1,253.471925763651,241930.0,14.162329540547,32.252162717683,40.593589772548,27.154247509769,8270744482.834156
GBR,United Kingdom,2008,47396.1202078484,65.1,255.474703426611,241930.0,14.155706241615,29.655354123821,43.772734258927,26.571911617252,8066131525.423727
GBR,United Kingdom,2009,38744.131693043,64.9,257.414417393461,241930.0,13.595024430951,31.060859811337,42.636920943783,26.30221924488,6748634683.559814
GBR,United Kingdom,2010,39598.957119545,65.4,259.440189310958,241930.0,14.018392051478,28.16347168484,44.977429944894,26.859098370266,6834186751.340017
GBR,United Kingdom,2012,42497.3404974322,66.7,263.300190137643,241930.0,14.180006775423,26.584024819473,43.745667696325,29.670307484202,9379468820.12083
GBR,United Kingdom,2013,43426.2981405143,66.7,265.069536642831,241930.0,14.299997820496,28.917169946719,40.795849289057,30.286980764224,9016195230.805506
GBR,United Kingdom,2014,47439.6165895125,66.7,267.028884388046,241930.0,14.191445872426,31.528302813098,38.368967548726,30.102729638176,11028175793.65042
GBR,United Kingdom,2015,44964.3911437292,66.9,269.153139337825,241930.0,13.958888049662,32.669569494799,36.082518051583,30.656415675272,15692227961.43205
GBR,United Kingdom,2016,40985.2351382417,66.9,271.200731616583,241930.0,13.916761451847,34.040731204343,34.812014307185,30.410341251995,14456866821.345732
GBR,United Kingdom,2017,40572.1214823783,67.2,273.049472988054,241930.0,13.869205099911,31.827408877661,37.095701010466,30.419974738362,14082816845.46924
GBR,United Kingdom,2018,43203.8141057739,67.1,274.708981936924,241930.0,14.269601466191,30.114301143011,37.599199521407,31.537374197271,14490953887.883902
GBR,United Kingdom,2019,42662.5353740311,67.3,276.263080229819,241930.0,14.242920875036,31.490746537389,36.595801923644,31.680110099907,14229246141.57111
GRC,Greece,2005,22560.1472939077,19.5,85.2390535298681,128900.0,14.16257680171,34.650279483103,30.781262814323,34.568453574643,460100000.0
GRC,Greece,2006,24821.9367451879,19.0,85.4954383242824,128900.0,15.070307421929,36.939981650692,31.097573785709,31.9624445636,264290000.00000003
GRC,Greece,2007,28863.9732885018,19.3,85.7135221101629,128900.0,15.233646121607,37.293605953305,29.971535223892,32.734858822803,346680000.0
GRC,Greece,2008,32127.9831943287,19.3,85.9413576415826,128900.0,15.265022700816,35.974537347151,31.241996975031,32.783469575671,363800000.0
GRC,Greece,2009,29828.7560245271,19.3,86.1677036462374,128900.0,13.468922488704,36.262032625054,34.34851249387,29.389450840289,499690000.0
GRC,Greece,2010,26716.6488260274,19.3,86.278828549263,128900.0,11.663708274198,24.120315598604,39.1499607316,36.729723669796,538812104.5736467
GRC,Greece,2011,25483.8825644931,19.4,86.1512723041117,128900.0,11.542312331148,18.207084755336,43.941070380581,37.851844864083,175819909.2681133
GRC,Greece,2012,21912.9982879517,19.4,85.6866640806827,128900.0,11.02046981893,15.513983834377,43.24133134677,41.244678263982,263228829.99377412
GRC,Greece,2013,21787.7877636035,19.6,85.067579519007,128900.0,11.053171671207,13.299471331205,40.641670621351,46.058858047444,152632576.58410272
GRC,Greece,2014,21616.7100094908,17.0,84.5028161365399,128900.0,11.451217770321,14.051825914875,39.881015985905,46.06715809922,63513846.6177332
GRC,Greece,2015,18083.8779056547,17.0,83.947889837083,128900.0,11.513352080674,16.258611978035,37.935767008186,45.805621013778,367613901.51812196
GRC,Greece,2016,17923.9668134716,17.0,83.5994647013189,128900.0,11.731768513507,18.682036129348,37.015183386825,44.302780483827,481043564.8000333
GRC,Greece,2017,18582.0893411631,17.0,83.4342823894492,128900.0,12.033629712034,18.357107304463,34.442145176275,47.200747519262,239467834.4057851
GRC,Greece,2018,19756.990456255,17.4,83.2651823118697,128900.0,12.464070550632,21.346130887579,34.008422094148,44.645447018274,161534853.30990562
GRC,Greece,2019,19143.8876174584,17.3,83.1775174553918,128900.0,12.24967155996,24.273100198731,33.931134064273,41.79577160187,104705455.3177464
GRC,Greece,2020,17617.2915057014,17.8,82.999216446858,128900.0,10.067359414542,32.326645655572,39.978578932534,27.694775411894,54457755.862440206
GRC,Greece,2021,20310.6824798873,17.7,81.9953995345229,128900.0,11.62243316506,29.588712289656,36.546653935934,33.864640394426,52841931.559513
HRV,Croatia,2005,10446.3614889222,48.2,77.0163855335573,55964.0,12.391475909382,34.815285756454,53.071002020844,12.113712222702,100320179.40854631
HRV,Croatia,2006,11505.399839938,48.1,77.0345043242084,55964.0,12.609939397197,34.393585257134,51.655074634396,13.951340108469,130008600.80001621
HRV,Croatia,2007,13762.4562630334,48.1,77.0176720749053,55964.0,12.076560434468,30.554322829415,52.23326308159,17.212386796166,98716288.95763165
HRV,Croatia,2008,15898.7998960876,48.1,77.0085233364306,55964.0,10.713558158418,25.501777359819,53.95675277638,20.541441166621,134486863.5973534
HRV,Croatia,2009,14421.1714758536,48.1,76.927685655064,55964.0,10.463688308088,24.596644863117,53.180719012021,22.222604556016,105086292.6184736
HRV,Croatia,2010,13693.5000292691,48.1,76.7533950396684,55964.0,10.035045273754,24.311675750324,52.831801674064,22.856522575612,89255971.57243416
HRV,Croatia,2011,14655.8743881973,48.1,76.4888499749839,55964.0,10.05476711443,23.890134522081,53.233831159376,22.876065835829,86165035.49150349
HRV,Croatia,2012,13439.6645555189,48.1,76.2554141948395,55964.0,10.054265807961,23.674291494995,52.993220019318,23.332488485687,66152127.95660318
HRV,Croatia,2013,13979.1855602956,48.1,76.0433314273461,55964.0,9.8331525159988,21.51935279248,54.183581637409,24.297097191804,195957250.29687163
HRV,Croatia,2014,14001.1603438958,46.1,75.7342041312272,55964.0,9.7174245873549,22.016028423747,51.934406440062,26.049565136191,139871113.09040412
HRV,Croatia,2015,12098.5120254631,46.1,75.1126438424702,55964.0,9.0816068876737,22.574997680773,51.316794159014,26.108208160213,64222484.89624362
HRV,Croatia,2016,12579.9227031481,46.1,74.5898970766922,55964.0,9.0375536077031,25.471697493304,48.08902883607,26.439273670626,47432477.271218956
HRV,Croatia,2017,13592.2545240617,46.1,73.6997176756486,55964.0,9.1175960020249,25.237929531325,48.967740366356,25.794298920937,66943089.86656705
HRV,Croatia,2018,15040.0369182791,46.1,73.0441533843185,55964.0,9.5020174835946,24.870457612455,50.701020243339,24.428522144206,106594680.57858512
HRV,Croatia,2019,15120.9029026824,46.3,72.6405010363805,55964.0,9.3467797450314,25.160209924029,50.684214235262,24.155548526768,137172090.2644815
HRV,Croatia,2020,14269.9088549332,46.3,72.3316654753395,55960.0,7.4047420343996,20.473914711532,59.60391071975,19.922133711184,134984877.42756602
HRV,Croatia,2021,17809.0323901126,46.3,69.3173695496783,55960.0,7.647731174159,19.992575895983,60.397160838777,19.61026326524,150500059.76809573
HUN,Hungary,2005,11223.3993032598,82.6,112.566287244727,89610.0,15.375859472167,37.047283992149,49.337097692025,13.615618315827,182623154.908844
HUN,Hungary,2006,11489.5608654088,87.4,112.391139381765,89610.0,15.620728888281,34.975118836677,50.969589581186,14.055291582137,97807274.75793384
HUN,Hungary,2007,13940.9092761999,83.9,112.217163263029,89610.0,15.313622471746,34.141558466912,51.494964725656,14.363476807432,402785933.49681264
HUN,Hungary,2008,15772.3300839383,84.0,112.020845887736,89610.0,14.733886150485,31.870684912383,55.078359281646,13.050955805971,319030974.72565615
HUN,Hungary,2009,13077.305465178,79.4,110.710814094775,90530.0,13.276209232331,23.927302819046,62.768040928596,13.304656252358,339847874.2387077
HUN,Hungary,2010,13217.5045951108,79.0,110.460874848117,90530.0,12.073230008808,20.228769711137,66.085689140025,13.685541148838,291028255.35024744
HUN,Hungary,2011,14234.471576937,80.5,110.148315475533,90530.0,13.00500416445,18.788749878809,66.900219593058,14.311030528133,373191758.26142925
HUN,Hungary,2012,12984.8365730133,80.5,109.580934496852,90530.0,12.90658214053,18.930671332298,68.106381077435,12.962947590268,505487408.24307513
HUN,Hungary,2013,13715.0703590361,79.1,109.27959792334,90530.0,12.903029949731,19.383219640436,67.415605998058,13.201174361506,666825778.067546
HUN,Hungary,2014,14294.2584180751,77.3,108.113828621521,91260.0,13.711984021646,20.062743253755,66.79540414994,13.141852596305,670522246.5207292
HUN,Hungary,2015,12717.038597002,77.4,107.85698005698,91260.0,12.778649337937,21.281737133148,64.599683576778,14.118579290073,750376785.8727444
HUN,Hungary,2016,13104.6995457458,84.0,107.539151873767,91260.0,12.761350389596,23.117024139805,63.112106803528,13.770869056667,345786649.9711058
HUN,Hungary,2017,14621.2395956755,85.5,107.253626999781,91260.0,12.660195603207,21.972672115589,64.215112912222,13.812214972189,594977050.9825497
HUN,Hungary,2018,16425.2050299693,83.1,107.117729563883,91260.0,12.904558715752,23.149706687413,63.78301017942,13.067283133168,859348364.180977
HUN,Hungary,2019,16786.2136399075,83.2,107.069263642341,91260.0,12.574010737451,25.371903496434,62.164912160333,12.463184343233,941431869.3063527
HUN,Hungary,2020,16125.6094085407,83.7,106.839239535393,91260.0,11.243379150101,28.932795406796,62.759680866478,8.3075237267261,767855413.5334045
HUN,Hungary,2021,18753.0469453539,84.8,106.398104317335,91260.0,11.614859025551,25.952077199869,66.700032711809,7.3478900883219,690701886.7245493
IRL,Ireland,2005,50933.0216095589,27.2,60.3848744375091,68890.0,11.69022393418,42.270060307779,39.103428148273,18.626511543948,193487677.14670002
IRL,Ireland,2007,61396.417461176,26.1,63.8545797648425,68890.0,12.393218169072,40.348183078639,40.452940050087,19.198876871274,268611291.1609
IRL,Ireland,2008,61353.1065629523,26.9,65.1697488750181,68890.0,12.168831641415,35.610509050303,43.805417824878,20.584073124819,157695689.48350003
IRL,Ireland,2009,52133.0906162544,27.2,65.8350268544056,68890.0,10.981891678513,23.728256703668,51.423370433707,24.848372862626,148229747.4582
IRL,Ireland,2010,48663.6004439251,27.4,66.1947307301495,68890.0,12.154048606352,26.5030922586,51.202228006338,22.294690708301,108783302.80980001
IRL,Ireland,2011,52219.7057327581,27.5,66.4840179997097,68890.0,12.743282842253,24.847351846508,52.028823942713,23.123834661657,153103077.7806
IRL,Ireland,2012,48943.8206459561,27.5,66.7663376397155,68890.0,12.820766260339,22.469183912623,53.730176798682,23.800639288694,69129882.54020001
IRL,Ireland,2013,51496.9616850661,27.5,67.1188271156917,68890.0,12.44472260573,22.980917168171,52.040536691769,24.97854614006,70343286.979
IRL,Ireland,2014,55752.7649838131,27.5,67.6112643344462,68890.0,12.916908316277,28.463770012546,47.20718295361,24.329047033843,1669274116.4176002
IRL,Ireland,2015,62179.2642662951,27.5,68.2531136594571,68890.0,13.180229325645,33.742517861416,41.812368885104,24.445122253602,68314364.9951
IRL,Ireland,2016,62784.0656875694,27.5,69.027943097692,68890.0,13.046440161863,37.802553264864,37.503478194689,24.693977179242,37269694.728
IRL,Ireland,2017,70150.7370157965,27.5,69.7835389751778,68890.0,12.610974168935,36.000073772629,38.178244966305,25.821681261066,73626793.4966
IRL,Ireland,2018,79446.9391085469,29.1,70.6534475250399,68890.0,12.457966969847,35.519899004945,37.598039252013,26.913828548016,46663306.5723
