"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",0.52550218436954,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",0.63892096386885,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",0.55324802619911,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",0.60843906509771,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",0.62118190808608,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",0.59887987021608,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",0.57752890917157,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",0.63157305880508,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",0.60151863465454,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",0.58630487348062,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",0.59835863849381,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",0.62496060594752,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",0.5116540676771,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",0.45952461208342,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",0.4985461122552,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",0.52072318736693,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",0.58500983942215,,
"DEU","Germany","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",0.76749476138867,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",8.1837732000405,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",10.755472753149,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",9.5740636767642,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",9.0435717650147,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",9.9720665403095,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",9.3860537218773,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",10.057210234938,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",9.1519497971604,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",8.4667457101691,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",11.35334045863,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",10.396249720628,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",8.3239246935424,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",10.20059356205,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",8.4018898950495,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",8.7245477820569,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",10.192632265365,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",10.298935208248,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",10.732546816362,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",11.393592001467,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",11.588789423907,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",11.028933202409,,
"GRC","Greece","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",11.426399165183,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",0.03379887347081,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",0.06344526587064,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",0.27308209332179,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",0.05799794724199,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",0.02676627757639,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",0.02505774313631,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",0.02433916694672,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",0.02449921341772,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",0.02464948464072,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",0.02710054318691,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",0.1802696659072,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",0.16115101625815,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",0.17330332703042,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",0.15874102775848,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",0.13198054183853,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",0.12401037434821,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",0.1167030684411,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",0.11007202628562,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",0.10290191215663,,
"HUN","Hungary","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",0.06963248094206,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",2.5044719869639,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",3.4396919894337,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",2.4581107295545,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",2.9390313799657,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",2.8202528102018,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",2.8202528102018,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",5.5701635989775,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",6.1191288104195,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",5.847422563054,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",3.5258495514458,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",4.0876655266677,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",2.3175226246005,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",1.5799490242154,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",1.9288687478608,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",2.3006421846749,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",2.9814147109729,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",2.9633219427217,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",3.1869717289538,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",4.200667373744,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",5.1776068257903,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",2.9165683823183,,
"ISL","Iceland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",1.9784867571244,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",1.6295758808455,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",1.6481865557802,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",1.3095668086301,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",1.4670588589916,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",1.4240171865152,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",1.7510995144834,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",1.7516267582118,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",2.0690478505543,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",2.0150353895242,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",1.6501892363894,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",1.319937658358,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",1.2087996507351,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",0.98497981231643,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",0.94319420373079,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",0.91180910252604,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",0.86104927074232,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",0.8306068273505,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",1.3182599699498,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",1.4947311180507,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",1.5778214401722,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",1.8207274217775,,
"IND","India","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",1.7442161414415,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",1.4407400112557,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",1.3767387562535,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",1.4356639440404,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",1.5205685176944,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",1.861074726973,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",1.6370267318042,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",2.3536312380181,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",1.9341912929128,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",2.0135875479894,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",2.1783822455508,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",2.2825979792585,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",2.1642927523447,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",2.2989160404987,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",2.2290990670115,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",2.4054701164406,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",1.9348051490406,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",2.1951955436538,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",1.9831315825471,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",2.1623923028096,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",2.3055623301623,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",3.349917401058,,
"IRL","Ireland","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",3.4657966176253,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",3.435347968198,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",3.5075881563058,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",3.4291027571558,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",3.6530693255022,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",3.5909719036415,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",3.5676372930035,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",3.5288689532511,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",3.3847814549619,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",3.8033509314475,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",3.3770359868361,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",3.2692430487627,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",3.1141682743138,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",3.0010054038567,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",3.0719869665963,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",2.8967733854505,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",2.8595766091189,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",2.9881432786189,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",2.8161778267358,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",2.0000143110083,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",1.901494219797,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",2.2049753439192,,
"ITA","Italy","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",1.7434630518245,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",5.6043183413082,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",5.3861327029074,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",5.5295805838399,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",5.4265333919929,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",4.9620114580907,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",5.0207172530266,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",4.9614607422027,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",4.9025235416095,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",4.7279261655663,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",4.477398985886,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",4.595165500512,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",4.6273565479152,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",4.7886821571251,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",4.7906400123632,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",4.9238101126241,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",4.7830170527598,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",4.8852253597134,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",4.8710415351828,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",4.9182654034927,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",4.9639952030704,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",5.3072007990658,,
"JPN","Japan","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",5.4310815534473,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",5.3444468894662,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",4.601831302069,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",4.6301165390441,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",4.5288928231292,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",4.2647003734834,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",3.26230050087,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",3.2242284911987,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",3.0675084102207,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",3.3087571190541,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",3.077748782977,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",2.4812005473382,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",0.90163546567849,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",0.82240815722937,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",0.73029430830585,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",0.45203664867253,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",0.69641801686663,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",1.4269771177708,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",1.288936004402,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",0.98699225967448,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",1.1414732630732,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",1.0094412277774,,
"KOR","Korea","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",1.2429044995063,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",0.08415363356037,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",0.17804097395999,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",0.40609656202452,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",0.4961712792184,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",0.55923821996207,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",0.46289541503686,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",0.91429626558871,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",0.43782484925608,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",0.30972176388997,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",0.40945159686771,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",0.44120289220659,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",0.52331803196131,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",0.16631128212571,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",0.24209050094923,,
"LVA","Latvia","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",0.25300102793665,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",0.31134417174889,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",0.28513094796857,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",0.3672059255468,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",0.36205029365155,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",0.41231829310729,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",0.38864093866772,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",0.43717643115845,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",0.31361628809699,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",0.3780795316445,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",0.38138416135718,,
